,ZIP,2021_Median_Household_Income,2026_Median_Household_Income,2021_Average_Household_Income,2026_Average_Household_Income,2021-2026_Population:_Compound_Annual_Growth_Rate
22049,66031,75000,86124,91756,102215,0.92
22050,66032,44725,47702,59308,64587,-0.45
22051,66033,62237,68613,77235,85151,-0.08
22052,66035,55118,60903,73612,83076,-0.13
22053,66039,51927,54760,61038,66914,-0.7
22054,66040,55147,59067,67129,73947,0.89
22055,66041,60010,65595,68594,75551,-0.8
22056,66042,64548,71941,88551,98894,0.05
22057,66043,86456,94006,101097,112160,0.72
22058,66044,45159,49638,63463,70645,0.55
22059,66045,15894,15712,22571,22926,0.02
22060,66046,46681,51099,61436,68859,0.85
22061,66047,62639,70147,96075,106408,0.66
22062,66048,61401,67133,77390,85566,0.63
22063,66049,79729,87840,108883,122151,1.77
22064,66050,78821,86366,110263,126946,0.59
22065,66052,86057,94459,108304,122114,0.83
22066,66053,84253,93311,103806,114658,0.77
22067,66054,63808,69855,77827,86119,0.37
22068,66056,44647,50170,65934,74977,0.2
22069,66058,58539,67273,71552,80888,0.09
22070,66060,61762,66501,71842,80048,0.46
22071,66061,86851,94847,109267,122229,1.33
22072,66062,96450,103522,113366,125907,0.95
22073,66064,57223,60640,70394,79206,0.33
22074,66066,68943,75299,79846,88113,0.14
22075,66067,51355,53117,65778,70243,-0.11
22076,66070,77022,80929,87493,94622,0.23
22077,66071,70317,76474,87774,96931,0.45
22078,66072,59982,70233,75673,86714,-0.04
22079,66073,69345,75470,79971,88577,0.18
22080,66075,47073,52502,61027,69371,0.37
22081,66076,57087,65205,74976,85029,-0.19
22082,66078,63021,67179,83124,91822,0.02
22083,66079,61768,61605,76857,82438,-0.08
22084,66080,60975,67465,81197,91075,-0.26
22085,66083,86823,94552,105978,117698,1.58
22086,66085,140015,152288,176951,194199,1.88
22087,66086,82890,90845,94518,104596,1.14
22088,66087,55458,59719,72717,81161,-0.1
22089,66088,64761,70417,83413,92353,-0.02
22090,66090,50900,54265,58858,64706,-0.27
22091,66091,56608,59853,77725,85295,-0.57
22092,66092,70362,76247,86706,95355,0.18
22093,66093,75000,82258,105563,114148,-0.2
22094,66094,58693,65580,88707,99866,-0.1
22095,66095,52741,61394,64568,73605,0.0
22096,66097,64661,71045,73866,81551,0.26
22097,66101,27068,29596,36302,40195,0.25
22098,66102,35271,38424,47436,52916,0.36
22099,66103,40655,44633,55721,62171,0.14
22100,66104,38362,41462,47547,53174,0.22
22101,66105,34884,37577,46918,52756,0.12
22102,66106,51483,56390,63202,70901,0.24
22103,66109,80221,86070,93681,104352,1.08
22104,66111,54010,59219,67958,76468,0.09
22105,66112,51378,55380,63791,71006,0.21
22106,66113,54519,56896,58069,63841,0.11
22107,66115,0,0,0,0,0.0
22108,66118,0,0,0,0,0.0
22109,66202,65193,72043,81205,89375,0.88
22110,66203,64733,70121,76387,84593,1.16
22111,66204,63153,69374,78023,86585,0.66
22112,66205,88353,94768,120189,132670,1.26
22113,66206,151180,159413,202724,219888,0.8
22114,66207,98013,106040,145447,159924,1.18
22115,66208,104259,110932,153684,165945,0.35
22116,66209,132060,140781,180404,192949,0.59
22117,66210,84293,89702,107134,116079,1.17
22118,66211,128463,136183,185690,199881,1.2
22119,66212,65634,71130,81884,89954,0.66
22120,66213,104724,112357,138163,151907,1.27
22121,66214,64557,71454,84588,94955,0.89
22122,66215,78622,83667,97803,107734,0.63
22123,66216,96341,102568,122604,133797,0.57
22124,66217,77145,85204,120960,131858,0.47
22125,66218,126403,136511,160641,178654,1.19
22126,66219,83846,86015,111058,120035,2.32
22127,66220,147611,156863,187960,203627,1.68
22128,66221,177153,187496,211503,229839,1.68
22129,66223,109831,116995,140238,152370,1.2
22130,66224,172395,180428,203500,218831,1.63
22131,66226,117265,124618,143612,157752,1.1
22132,66227,119941,130131,154138,169953,2.6
22133,66251,89359,91757,104772,113495,1.81
22134,66401,59610,63202,69439,76134,-0.46
22135,66402,84081,95047,107816,120263,0.07
22136,66403,52102,55432,64584,70844,-0.71
22137,66404,64796,72748,79188,87936,0.0
22138,66406,58779,61820,79815,85329,-0.61
22139,66407,68543,75000,79687,87578,0.51
22140,66408,80013,87296,84247,92680,0.41
22141,66409,91078,97528,111251,123931,-0.03
22142,66411,57211,60310,71724,77901,-0.8
22143,66412,69086,75485,78747,87202,-0.75
22144,66413,52156,56258,59644,66179,-0.2
22145,66414,57352,60279,70399,77130,-0.27
22146,66415,62016,65245,81591,88551,0.15
22147,66416,64759,71669,78497,88622,-0.18
22148,66417,77238,79815,85423,92359,0.53
22149,66418,60977,67456,74991,84161,0.08
22150,66419,82558,86581,120753,133581,-0.14
22151,66422,67709,75927,78227,87134,0.53
22152,66423,51091,54436,63879,71100,-0.52
22153,66424,59204,63401,72535,80009,-0.54
22154,66425,53385,57946,67224,75166,-0.62
22155,66427,56360,60143,70920,77184,-0.58
22156,66428,64287,72943,73124,80066,0.43
22157,66429,60510,66010,67836,74751,-0.06
22158,66431,65113,72412,74693,83863,-0.29
22159,66432,68279,68691,80151,85283,0.63
22160,66434,49655,50994,66692,71507,-0.47
22161,66436,55734,59370,72372,79900,-0.06
22162,66438,58555,61580,79414,84806,-0.55
22163,66439,44207,48085,58383,65059,-0.75
22164,66440,58053,62162,68241,74585,-0.24
22165,66441,53173,55915,63289,69380,-0.54
22166,66442,42865,46829,50424,56935,-0.26
22167,66449,59426,70152,93980,115335,0.73
22168,66451,60128,65161,70198,76748,-0.29
22169,66502,46392,51255,60448,67338,0.43
22170,66503,76087,84119,99298,111877,0.98
22171,66506,21785,31967,42061,47316,0.1
22172,66507,67676,71554,78443,85519,-0.34
22173,66508,51310,54011,71064,77493,-0.57
22174,66509,60795,64601,73613,81157,-0.05
22175,66510,60174,65041,71456,79503,-0.12
22176,66512,68710,74749,85162,93140,0.27
22177,66514,78593,87063,86955,96893,-0.45
22178,66515,54644,58998,69813,77960,-0.59
22179,66516,63967,76097,90069,103869,-0.33
22180,66517,42037,48660,50102,57040,0.15
22181,66518,68025,72768,79778,87610,-0.72
22182,66520,61776,65907,85466,94418,0.84
22183,66521,59001,62124,72716,80438,0.68
22184,66522,60146,69429,80307,89362,0.0
22185,66523,49282,53388,61822,70122,-0.34
22186,66524,64367,72845,83270,93693,-0.16
22187,66526,60258,64315,76585,84689,-0.32
22188,66527,44433,48109,56438,63061,-0.79
22189,66528,51594,55749,60563,66669,-0.23
22190,66531,62337,69226,78752,90267,0.65
22191,66532,59179,65465,75857,84957,-0.69
22192,66533,80178,86222,98368,111640,-0.11
22193,66534,65538,68181,79938,84483,-0.21
22194,66535,69325,75770,79301,87301,1.94
22195,66536,65080,72971,84301,94805,1.08
22196,66537,61200,66091,70838,78417,-0.26
22197,66538,59952,65932,78409,86529,-0.13
22198,66539,77652,82616,101027,114686,-0.01
22199,66540,64238,70942,78226,87866,-0.15
22200,66541,51327,54699,64128,70488,-0.81
22201,66542,75725,85683,104316,117368,-0.16
22202,66543,60354,66352,70234,77995,0.05
22203,66544,54857,58917,69840,76082,0.0
22204,66546,82240,89113,92067,104102,0.07
22205,66547,60965,65781,74795,82810,1.32
22206,66548,56331,58851,75878,81887,-0.14
22207,66549,66753,76535,88753,100445,1.07
22208,66550,64421,72275,74482,82230,0.37
22209,66552,61379,70807,68777,76785,-0.34
22210,66554,69963,82856,102477,121750,0.57
22211,66603,27932,29916,37665,41380,-0.14
22212,66604,50810,54689,69156,77081,-0.29
22213,66605,54668,58951,66958,74965,-0.11
22214,66606,45931,51175,65193,73855,-0.2
22215,66607,37571,39313,46242,51234,-0.16
22216,66608,43243,48225,50779,56822,-0.43
22217,66609,61895,68133,80589,90374,-0.22
22218,66610,102105,110795,137209,153036,0.08
22219,66611,50100,53462,66911,73870,-0.21
22220,66612,25647,27694,34563,38616,-0.33
22221,66614,63421,69352,87577,97300,-0.24
22222,66615,77705,87328,107892,121943,0.16
22223,66616,41839,46519,55594,62877,-0.19
22224,66617,80034,86421,94710,105462,-0.1
22225,66618,87776,96420,102797,113996,-0.05
22226,66619,56389,59923,64614,71135,0.03
22227,66701,42726,44538,60781,65733,-0.73
22228,66710,58124,64377,73377,82284,-0.28
22229,66711,47896,54489,61504,70836,0.0
22230,66712,38512,44480,60438,67210,0.13
22231,66713,45079,47747,61859,66635,-0.76
22232,66714,58602,65919,73431,82569,-0.31
22233,66716,52373,56873,63031,71808,-0.32
22234,66717,58046,65422,73574,82588,-0.3
22235,66720,43975,45933,56943,61403,-0.61
22236,66724,43333,49329,59313,65304,0.25
22237,66725,49198,51857,60058,65591,-0.9
22238,66728,20000,67500,18750,75505,0.0
22239,66732,58812,65394,76482,86687,-0.61
22240,66733,51063,53792,69235,76791,-0.53
22241,66734,44133,51017,59856,69179,-0.44
22242,66735,39926,46819,58563,67085,0.22
22243,66736,44600,50000,63935,71181,-0.96
22244,66738,56362,65766,65026,73652,-0.27
22245,66739,43075,45824,56400,61654,-0.8
22246,66740,51234,55872,66339,74448,-0.09
22247,66741,66267,70566,87321,96389,-0.76
22248,66743,45632,50186,59924,66354,-0.27
22249,66746,44677,51605,61254,71181,-0.49
22250,66748,50026,51793,56761,62334,-0.75
22251,66749,43366,45223,56517,60597,-0.78
22252,66751,45751,50000,65172,72480,-0.64
22253,66753,51576,56843,74869,83882,-0.07
22254,66754,54250,60574,64143,72966,-0.25
22255,66755,58616,64626,76570,86307,-0.67
22256,66756,39532,45327,57712,65973,0.2
22257,66757,49701,55259,62163,70746,-1.29
22258,66758,40248,42348,53026,57394,-0.38
22259,66760,46831,46831,72541,75952,0.19
22260,66761,40788,41762,51754,55910,-0.44
22261,66762,38755,39959,55367,59446,-0.25
22262,66763,56972,64310,67123,74763,-0.2
22263,66767,52382,58692,64323,73749,0.36
22264,66769,53052,58168,65862,75008,-0.32
22265,66770,56432,61030,70828,77952,-0.62
22266,66771,57639,62288,68235,75654,-0.19
22267,66772,58728,65660,77677,87234,-0.65
22268,66773,40198,44536,55175,61302,-0.81
22269,66775,61800,64122,89555,98659,-0.1
22270,66776,53812,56528,62434,68038,-0.01
22271,66777,41252,42811,52945,57133,-0.51
22272,66778,58709,62373,63996,68881,-1.15
22273,66779,53464,59139,67392,76772,-0.37
22274,66780,48349,53481,64810,74772,-0.4
22275,66781,40557,43867,53015,58951,-0.08
22276,66782,46300,48713,70420,75266,-0.21
22277,66783,42544,45515,55649,61362,-0.96
22278,66801,44442,46690,61086,65807,-0.08
22279,66830,61750,69448,77384,86630,0.13
22280,66833,58099,63739,66986,75142,0.24
22281,66834,52657,56219,64522,71933,-0.44
22282,66835,61509,69085,70988,79985,0.03
22283,66838,55812,63458,66675,74036,-1.0
22284,66839,60714,64541,77881,84442,-0.7
22285,66840,57317,62605,70753,79529,0.08
22286,66842,67161,75415,82695,92321,0.34
22287,66843,53379,55664,60885,66155,-0.2
22288,66845,40385,42432,52129,56309,-0.26
22289,66846,56909,60489,77511,83300,-0.8
22290,66849,57358,62360,80963,90294,-0.91
22291,66850,51147,55437,63023,69011,-0.33
22292,66851,37946,40846,63883,70992,-0.96
22293,66852,61717,69751,76779,84155,-0.76
22294,66853,48614,51487,65180,71401,-1.15
22295,66854,59214,65183,77095,87168,0.32
22296,66855,64437,75000,73976,81219,0.0
22297,66856,76346,86394,92046,100815,-0.32
22298,66857,70880,75153,84621,91269,-0.34
22299,66858,47123,52421,64836,71946,-0.71
22300,66859,47678,50000,64797,72117,-0.6
22301,66860,49204,55209,62452,69529,-0.92
22302,66861,51643,54071,60825,65751,-0.51
22303,66862,53497,54887,60035,65313,-0.31
22304,66863,54361,56884,62807,68700,-1.89
22305,66864,58274,65264,83171,94745,-0.19
22306,66865,64811,72608,72456,81434,0.12
22307,66866,49540,51752,57254,62889,-0.64
22308,66868,65226,75189,90652,103233,-0.12
22309,66869,43014,45185,55651,60250,-0.21
22310,66870,44923,47701,63241,68652,-1.36
22311,66871,57551,66004,79762,87816,-0.35
22312,66872,58927,65148,82355,91244,-0.76
22313,66873,57148,67789,71409,78938,-0.93
22314,66901,46014,48126,62337,67662,-0.79
22315,66930,52912,56989,78091,85059,-0.22
22316,66932,52666,56710,70236,77239,-0.58
22317,66933,47111,48034,67703,74070,-1.03
22318,66935,44363,45831,54382,58285,-0.62
22319,66936,34471,34470,44998,46667,-0.24
22320,66937,56638,60386,75398,82583,-0.48
22321,66938,52024,55496,67349,74443,-0.54
22322,66939,57835,64154,71356,78727,-0.8
22323,66940,53980,57414,78049,85907,-0.32
22324,66941,38627,39568,50215,53336,-0.49
22325,66942,41030,44473,68228,75797,-0.86
22326,66943,45771,47411,65458,70545,-0.15
22327,66944,56618,61981,81697,89464,-0.81
22328,66945,58160,64598,69282,76458,-1.04
22329,66946,54574,58872,66870,73223,-0.94
